,AGN,BA,BABA,BAC,BMY,BP,BUD,C,CHL,CVS,CVX,DIS,GE,HD,HSBC,IBM,JNJ,JPM,KO,LFC,LLY,MA,MCD,MDT,MO,MRK,NTT,NVO,NVS,ORCL,PEP,PFE,PG,PM,PTR,RAI,SLB,SNY,T,TM,TOT,TSM,UL,UN,UNH,V,VZ,WFC,WMT,XOM
2014-12-14,0,2,14,1,0,4,0,1,0,0,2,3,1,1,0,1,1,0,-1,0,0,-2,-2,0,0,1,0,0,0,3,0,-1,1,-1,0,-1,2,0,-1,0,1,0,0,0,0,-1,-1,0,3,-1
2014-12-15,2,11,35,7,0,1,-1,0,0,1,-2,1,4,0,0,7,2,-4,5,0,0,0,0,0,0,1,0,0,0,4,4,3,2,0,-1,0,3,2,5,0,0,1,0,0,0,2,3,2,2,10
2014-12-16,2,13,41,10,-1,-5,1,1,0,16,3,3,6,2,0,9,6,-2,1,0,-1,0,0,2,0,-1,0,-1,2,1,4,2,2,0,0,0,5,1,5,0,0,0,0,0,0,-1,2,-8,9,2
2014-12-17,1,-2,52,21,0,4,1,0,0,4,3,0,7,1,0,2,5,5,-1,0,1,2,2,0,0,0,0,0,1,12,4,-3,1,1,0,0,-3,1,0,1,0,1,1,0,0,0,3,4,10,9
2014-12-18,0,5,70,9,1,4,0,-3,0,0,0,2,2,1,0,-3,0,1,1,0,1,3,5,-1,1,2,0,0,-1,32,3,-1,1,0,-1,1,0,0,5,0,0,1,-1,0,4,0,1,11,9,12
2014-12-19,-2,1,65,9,2,2,0,2,0,5,1,3,1,6,0,4,1,-3,-1,0,0,0,-1,0,0,2,0,1,0,12,2,5,3,1,1,0,2,1,3,1,0,0,0,0,1,1,0,0,-2,16
2014-12-20,0,0,4,0,0,0,0,0,0,1,0,2,3,2,0,5,1,-1,4,0,0,0,-1,1,1,0,0,0,0,2,2,-1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1,-1,5,2
2014-12-21,0,-1,6,4,0,0,0,1,0,-2,1,3,1,3,0,0,1,4,3,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,2,0,0,-1,0,0,0,1,0,1,0,3
2014-12-22,0,2,20,0,7,0,0,-1,0,2,3,0,8,4,0,4,3,-3,1,0,0,3,3,1,-1,0,0,0,0,2,2,1,3,1,0,-1,4,-1,6,0,0,1,1,1,2,0,4,-1,1,7
2014-12-23,0,4,7,23,6,-3,1,5,0,7,-1,6,2,0,0,12,5,3,6,0,2,10,0,1,-1,4,0,0,-1,0,8,-3,0,0,0,1,1,0,1,0,-2,2,1,0,2,3,1,3,3,4
2014-12-24,0,5,33,20,-1,5,0,3,0,3,0,1,2,0,0,-1,-1,0,5,0,0,1,2,2,-3,-2,0,0,-1,-1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,2
2014-12-25,0,3,9,5,0,1,0,0,0,-1,0,4,0,0,0,-1,1,0,2,0,0,2,1,0,0,0,0,0,0,2,1,-1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4
2014-12-26,0,-1,20,1,0,2,0,3,-1,2,2,0,1,-1,0,-3,-1,-1,6,0,0,3,1,1,0,-1,0,0,3,1,3,2,2,0,0,0,-1,1,1,0,0,-1,0,0,-1,2,2,0,12,7
2014-12-27,0,4,11,5,0,2,1,2,0,0,1,-1,1,2,0,0,2,0,0,-1,2,1,2,0,1,0,0,-2,0,-1,2,4,1,0,0,0,1,0,2,-1,0,1,0,0,1,1,1,0,3,1
2014-12-28,-1,2,6,4,0,0,-1,4,-1,0,3,1,0,0,0,-2,0,1,3,0,0,1,1,0,1,0,0,0,-1,-1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,2,1,4
2014-12-29,0,4,15,10,0,-1,-2,4,0,1,2,9,1,2,0,-6,1,3,7,0,1,1,-1,-1,0,-1,0,-1,1,1,10,0,1,0,0,0,3,2,7,0,0,1,0,0,0,3,0,3,8,5
2014-12-30,-1,2,13,11,-1,4,0,0,0,-1,5,3,2,3,0,5,2,2,4,-3,0,0,-2,1,0,0,0,0,0,3,1,0,5,0,2,0,1,-1,2,-1,2,1,0,0,0,0,-2,1,2,1
2014-12-31,0,-1,30,10,2,3,-1,0,1,1,0,6,0,4,0,0,-1,0,2,0,0,-1,3,0,-1,0,0,0,0,-1,0,0,2,0,1,0,-3,1,1,0,0,0,0,0,1,1,-1,1,1,6
